Pelecanus erythrorhynchos: ('species', 'Animalia', 4334, 'Pelecanus', 'genus')
Lupinus succulentus: ('species', 'Plantae', 56759, 'Lupinus', 'genus')
Crepis vesicaria taraxacifolia: ('subspecies', 'Plantae', 56870, 'Crepis vesicaria', 'species')
Dichelostemma congestum: ('species', 'Plantae', 56593, 'Dichelostemma', 'genus')
Lamarckia aurea: ('species', 'Plantae', 58379, 'Lamarckia', 'genus')
Lomatium: ('genus', 'Plantae', 55343, 'Apiaceae', 'family')
Trifolium willdenovii: ('species', 'Plantae', 57081, 'Trifolium', 'genus')
Synhalonia: ('subgenus', 'Animalia', 578125, 'Apidae', 'family')
Lupinus microcarpus: ('species', 'Plantae', 57069, 'Lupinus', 'genus')
Sherardia arvensis: ('species', 'Plantae', 47691, 'Sherardia', 'genus')
Icterus bullockii: ('species', 'Animalia', 9357, 'Icterus', 'genus')
Trifolium ciliolatum: ('species', 'Plantae', 60197, 'Trifolium', 'genus')
Triphysaria eriantha eriantha: ('subspecies', 'Plantae', 59332, 'Triphysaria eriantha', 'species')
Geranium molle: ('species', 'Plantae', 53076, 'Geranium', 'genus')
Lithophragma affine: ('species', 'Plantae', 50803, 'Lithophragma', 'genus')
Delphinium hesperium: ('species', 'Plantae', 59977, 'Delphinium', 'genus')
Collinsia heterophylla: ('species', 'Plantae', 47325, 'Collinsia', 'genus')
Castilleja affinis affinis: ('variety', 'Plantae', 50043, 'Castilleja affinis', 'species')
Conium maculatum: ('species', 'Plantae', 52998, 'Conium', 'genus')
Hypochaeris radicata: ('species', 'Plantae', 53104, 'Hypochaeris', 'genus')
Asteraceae: ('family', 'Plantae', 47604, 'Asterales', 'order')
Wyethia helenioides: ('species', 'Plantae', 50799, 'Wyethia', 'genus')
Iris: ('genus', 'Plantae', 47780, 'Iridaceae', 'family')
Drymocallis glandulosa: ('species', 'Plantae', 76716, 'Drymocallis', 'genus')
Plantago lanceolata: ('species', 'Plantae', 53178, 'Plantago', 'genus')
Stachys bullata: ('species', 'Plantae', 58930, 'Stachys', 'genus')
Heracleum maximum: ('species', 'Plantae', 53094, 'Heracleum', 'genus')
Ceanothus thyrsiflorus: ('species', 'Plantae', 56617, 'Ceanothus', 'genus')
Clintonia andrewsiana: ('species', 'Plantae', 51647, 'Clintonia', 'genus')
Rubus parviflorus: ('species', 'Plantae', 51646, 'Rubus', 'genus')
Arctostaphylos viscida: ('species', 'Plantae', 55135, 'Arctostaphylos', 'genus')
Wyethia glabra: ('species', 'Plantae', 56988, 'Wyethia', 'genus')
Cistus: ('genus', 'Plantae', 64322, 'Cistaceae', 'family')
Pituophis catenifer catenifer: ('subspecies', 'Animalia', 51440, 'Pituophis catenifer', 'species')
Brodiaeoideae: ('subfamily', 'Plantae', 508839, 'Asparagaceae', 'family')
Clarkia affinis: ('species', 'Plantae', 58943, 'Clarkia', 'genus')
Leptosiphon grandiflorus: ('species', 'Plantae', 77688, 'Leptosiphon', 'genus')
Delphinium patens: ('species', 'Plantae', 57237, 'Delphinium', 'genus')
Iris macrosiphon: ('species', 'Plantae', 54057, 'Iris', 'genus')
Adelpha californica: ('species', 'Animalia', 67560, 'Adelpha', 'genus')
Ericameria arborescens: ('species', 'Plantae', 63924, 'Ericameria', 'genus')
Acmispon parviflorus: ('species', 'Plantae', 57048, 'Acmispon', 'genus')
Carduus pycnocephalus: ('species', 'Plantae', 52990, 'Carduus', 'genus')
Achillea millefolium: ('species', 'Plantae', 52821, 'Achillea', 'genus')
Lithobates catesbeianus: ('species', 'Animalia', 65979, 'Lithobates', 'genus')
Micropterus salmoides: ('species', 'Animalia', 49587, 'Micropterus', 'genus')
Thamnophis atratus zaxanthus: ('subspecies', 'Animalia', 28421, 'Thamnophis atratus', 'species')
Apiaceae: ('family', 'Plantae', 48699, 'Apiales', 'order')
Anthrenus: ('genus', 'Animalia', 120114, 'Dermestidae', 'family')
Triteleia laxa: ('species', 'Plantae', 51085, 'Triteleia', 'genus')
Dasymutilla aureola: ('species', 'Animalia', 119733, 'Dasymutilla', 'genus')
Rosa californica: ('species', 'Plantae', 53437, 'Rosa', 'genus')
Calochortus albus: ('species', 'Plantae', 51315, 'Calochortus', 'genus')
Monardella villosa: ('species', 'Plantae', 52181, 'Monardella', 'genus')
Clarkia: ('genus', 'Plantae', 47789, 'Onagraceae', 'family')
Corethrogyne filaginifolia: ('species', 'Plantae', 58014, 'Corethrogyne', 'genus')
Calochortus venustus: ('species', 'Plantae', 53902, 'Calochortus', 'genus')
Acmispon glaber: ('species', 'Plantae', 53134, 'Acmispon', 'genus')
Trifolium glomeratum: ('species', 'Plantae', 61021, 'Trifolium', 'genus')
Trifolium dubium: ('species', 'Plantae', 53313, 'Trifolium', 'genus')
Melilotus indicus: ('species', 'Plantae', 57065, 'Melilotus', 'genus')
Sonchus asper: ('species', 'Plantae', 53269, 'Sonchus', 'genus')
Clarkia purpurea quadrivulnera: ('subspecies', 'Plantae', 57146, 'Clarkia purpurea', 'species')
Bellardia trixago: ('species', 'Plantae', 51286, 'Bellardia', 'genus')
Avena: ('genus', 'Plantae', 52697, 'Poaceae', 'family')
Calystegia subacaulis subacaulis: ('subspecies', 'Plantae', 57014, 'Calystegia subacaulis', 'species')
Madia gracilis: ('species', 'Plantae', 53135, 'Madia', 'genus')
Silene gallica: ('species', 'Plantae', 53212, 'Silene', 'genus')
Clarkia purpurea: ('species', 'Plantae', 51087, 'Clarkia', 'genus')
Flavoparmelia caperata: ('species', 'Fungi', 117943, 'Flavoparmelia', 'genus')
Leptosiphon parviflorus: ('species', 'Plantae', 58965, 'Leptosiphon', 'genus')
Stachys rigida: ('species', 'Plantae', 53306, 'Stachys', 'genus')
Pentagramma triangularis: ('species', 'Plantae', 52676, 'Pentagramma', 'genus')
Erythranthe guttata: ('species', 'Plantae', 470643, 'Erythranthe', 'genus')
Briza maxima: ('species', 'Plantae', 57157, 'Briza', 'genus')
Allium peninsulare: ('species', 'Plantae', 58356, 'Allium', 'genus')
Bombus vosnesenskii: ('species', 'Animalia', 57689, 'Bombus', 'genus')
Plectritis ciliosa: ('species', 'Plantae', 57284, 'Plectritis', 'genus')
Trifolium fucatum: ('species', 'Plantae', 53901, 'Trifolium', 'genus')
Cynosurus echinatus: ('species', 'Plantae', 47695, 'Cynosurus', 'genus')
Misumena vatia: ('species', 'Animalia', 55746, 'Misumena', 'genus')
Collinsia multicolor: ('species', 'Plantae', 57270, 'Collinsia', 'genus')
Sanicula crassicaulis: ('species', 'Plantae', 53201, 'Sanicula', 'genus')
Pseudognaphalium: ('genus', 'Plantae', 53078, 'Asteraceae', 'family')
Oestroidea: ('superfamily', 'Animalia', 356157, 'Diptera', 'order')
Adenostoma fasciculatum: ('species', 'Plantae', 47146, 'Adenostoma', 'genus')
Hypochaeris glabra: ('species', 'Plantae', 53103, 'Hypochaeris', 'genus')
Agaricus xanthodermus: ('species', 'Fungi', 118394, 'Agaricus', 'genus')
Urospermum picroides: ('species', 'Plantae', 59361, 'Urospermum', 'genus')
Pickeringia montana: ('species', 'Plantae', 57071, 'Pickeringia', 'genus')
Apioideae: ('subfamily', 'Plantae', 790553, 'Apiaceae', 'family')
Daucus pusillus: ('species', 'Plantae', 56726, 'Daucus', 'genus')
Amanita magniverrucata: ('species', 'Fungi', 54359, 'Amanita', 'genus')
Iris fernaldii: ('species', 'Plantae', 77504, 'Iris', 'genus')
Anthriscus caucalis: ('species', 'Plantae', 52846, 'Anthriscus', 'genus')
Acer macrophyllum: ('species', 'Plantae', 48227, 'Acer', 'genus')
Coenonympha california california: ('subspecies', 'Animalia', 69144, 'Coenonympha california', 'species')
Typha latifolia: ('species', 'Plantae', 48685, 'Typha', 'genus')
Uropappus lindleyi: ('species', 'Plantae', 50806, 'Uropappus', 'genus')
Rumex acetosella: ('species', 'Plantae', 53195, 'Rumex', 'genus')
Salvia columbariae: ('species', 'Plantae', 53200, 'Salvia', 'genus')
Araneae: ('order', 'Animalia', 47118, 'Arachnida', 'class')
Melitaeini: ('tribe', 'Animalia', 130316, 'Nymphalidae', 'family')
Nemophila menziesii menziesii: ('variety', 'Plantae', 50650, 'Nemophila menziesii', 'species')
Usnea: ('genus', 'Fungi', 67747, 'Parmeliaceae', 'family')
Cirsium vulgare: ('species', 'Plantae', 52989, 'Cirsium', 'genus')
Rosa gymnocarpa: ('species', 'Plantae', 53441, 'Rosa', 'genus')
Lotus corniculatus: ('species', 'Plantae', 47435, 'Lotus', 'genus')
Lolium arundinaceum: ('species', 'Plantae', 164708, 'Lolium', 'genus')
Helminthotheca echioides: ('species', 'Plantae', 61906, 'Helminthotheca', 'genus')
Bolboschoenus: ('genus', 'Plantae', 58346, 'Cyperaceae', 'family')
Cotula coronopifolia: ('species', 'Plantae', 58812, 'Cotula', 'genus')
Brassica rapa: ('species', 'Plantae', 53271, 'Brassica', 'genus')
Papilio zelicaon: ('species', 'Animalia', 51097, 'Papilio', 'genus')
Phalaris aquatica: ('species', 'Plantae', 57188, 'Phalaris', 'genus')
Foeniculum vulgare: ('species', 'Plantae', 53052, 'Foeniculum', 'genus')
Hirundo rustica: ('species', 'Animalia', 11901, 'Hirundo', 'genus')
Larus californicus: ('species', 'Animalia', 4385, 'Larus', 'genus')
Agelaius phoeniceus: ('species', 'Animalia', 9744, 'Agelaius', 'genus')
Larus: ('genus', 'Animalia', 4343, 'Laridae', 'family')
Malva multiflora: ('species', 'Plantae', 501208, 'Malva', 'genus')
Oxyura jamaicensis: ('species', 'Animalia', 850859, 'Oxyura', 'genus')
Sterna forsteri: ('species', 'Animalia', 4457, 'Sterna', 'genus')
Mesembryanthemum nodiflorum: ('species', 'Plantae', 71191, 'Mesembryanthemum', 'genus')
Ardea alba: ('species', 'Animalia', 144455, 'Ardea', 'genus')
Euphydryas chalcedona: ('species', 'Animalia', 50892, 'Euphydryas', 'genus')
Lampropeltis californiae: ('species', 'Animalia', 146199, 'Lampropeltis', 'genus')
Dermacentor: ('genus', 'Animalia', 52156, 'Ixodidae', 'family')
Eriophyllum: ('genus', 'Plantae', 53396, 'Asteraceae', 'family')
Trichodes ornatus: ('species', 'Animalia', 61157, 'Trichodes', 'genus')
Quercus: ('genus', 'Plantae', 47851, 'Fagaceae', 'family')
Arctostaphylos glauca: ('species', 'Plantae', 55133, 'Arctostaphylos', 'genus')
Trifolium angustifolium: ('species', 'Plantae', 69939, 'Trifolium', 'genus')
Garrya elliptica: ('species', 'Plantae', 53399, 'Garrya', 'genus')
Lepechinia calycina: ('species', 'Plantae', 57114, 'Lepechinia', 'genus')
Pseudognaphalium californicum: ('species', 'Plantae', 53077, 'Pseudognaphalium', 'genus')
Dipterostemon capitatus capitatus: ('subspecies', 'Plantae', 1196824, 'Dipterostemon capitatus', 'species')
Crocanthemum scoparium: ('species', 'Plantae', 926042, 'Crocanthemum', 'genus')
Bromus rubens: ('species', 'Plantae', 59210, 'Bromus', 'genus')
Erynnis propertius: ('species', 'Animalia', 59187, 'Erynnis', 'genus')
Delphinium: ('genus', 'Plantae', 48493, 'Ranunculaceae', 'family')
Geranium robertianum: ('species', 'Plantae', 55925, 'Geranium', 'genus')
Leptosiphon androsaceus: ('species', 'Plantae', 58969, 'Leptosiphon', 'genus')
Madieae: ('tribe', 'Plantae', 179978, 'Asteraceae', 'family')
Sylvilagus bachmani: ('species', 'Animalia', 43112, 'Sylvilagus', 'genus')
Solanum: ('genus', 'Plantae', 50641, 'Solanaceae', 'family')
Acmispon brachycarpus: ('species', 'Plantae', 57047, 'Acmispon', 'genus')
Allium triquetrum: ('species', 'Plantae', 55505, 'Allium', 'genus')
Triteleia ixioides ixioides: ('subspecies', 'Plantae', 52154, 'Triteleia ixioides', 'species')
Anisocarpus madioides: ('species', 'Plantae', 53137, 'Anisocarpus', 'genus')
Trifolieae: ('tribe', 'Plantae', 512504, 'Fabaceae', 'family')
Verbena lasiostachys: ('species', 'Plantae', 53316, 'Verbena', 'genus')
Neomonachus schauinslandi: ('species', 'Animalia', 446640, 'Neomonachus', 'genus')
Passer domesticus: ('species', 'Animalia', 13858, 'Passer', 'genus')
Casuarina equisetifolia: ('species', 'Plantae', 62888, 'Casuarina', 'genus')
Gallus gallus: ('species', 'Animalia', 882, 'Gallus', 'genus')
Acridotheres tristis: ('species', 'Animalia', 204454, 'Acridotheres', 'genus')
Chelonia mydas: ('species', 'Animalia', 39659, 'Chelonia', 'genus')
Thelacantha brevispina: ('species', 'Animalia', 360593, 'Thelacantha', 'genus')
Fragaria vesca: ('species', 'Plantae', 50298, 'Fragaria', 'genus')
Centaurium erythraea: ('species', 'Plantae', 56236, 'Centaurium', 'genus')
Rubus argutus: ('species', 'Plantae', 1276041, 'Rubus', 'genus')
Geranium homeanum: ('species', 'Plantae', 163259, 'Geranium', 'genus')
Erigeron karvinskianus: ('species', 'Plantae', 76923, 'Erigeron', 'genus')
Metrosideros polymorpha: ('species', 'Plantae', 60447, 'Metrosideros', 'genus')
Fuchsia boliviana: ('species', 'Plantae', 54712, 'Fuchsia', 'genus')
Acacia mearnsii: ('species', 'Plantae', 75250, 'Acacia', 'genus')
Dianella sandwicensis: ('species', 'Plantae', 123242, 'Dianella', 'genus')
Blechnum appendiculatum: ('species', 'Plantae', 244707, 'Blechnum', 'genus')
Lantana camara: ('species', 'Plantae', 50333, 'Lantana', 'genus')
Tropaeolum majus: ('species', 'Plantae', 54329, 'Tropaeolum', 'genus')
Insecta: ('class', 'Animalia', 47158, 'Arthropoda', 'phylum')
Hillebrandia sandwicensis: ('species', 'Plantae', 148398, 'Hillebrandia', 'genus')
Passiflora tarminiana: ('species', 'Plantae', 78358, 'Passiflora', 'genus')
Verbena litoralis: ('species', 'Plantae', 64179, 'Verbena', 'genus')
Emilia fosbergii: ('species', 'Plantae', 129103, 'Emilia', 'genus')
Microlepia strigosa: ('species', 'Plantae', 403939, 'Microlepia', 'genus')
Magnoliopsida: ('class', 'Plantae', 47124, 'Tracheophyta', 'phylum')
Kadua affinis: ('species', 'Plantae', 448552, 'Kadua', 'genus')
Lampropholis delicata: ('species', 'Animalia', 38293, 'Lampropholis', 'genus')
Hedychium gardnerianum: ('species', 'Plantae', 52495, 'Hedychium', 'genus')
Dicranopteris linearis: ('species', 'Plantae', 52492, 'Dicranopteris', 'genus')
Psidium cattleyanum: ('species', 'Plantae', 278242, 'Psidium', 'genus')
Polygala paniculata: ('species', 'Plantae', 167198, 'Polygala', 'genus')
Bidens: ('genus', 'Plantae', 50204, 'Asteraceae', 'family')
Stachytarpheta cayennensis: ('species', 'Plantae', 126569, 'Stachytarpheta', 'genus')
Pinus: ('subgenus', 'Plantae', 790732, 'Pinaceae', 'family')
Castilleja arvensis: ('species', 'Plantae', 133740, 'Castilleja', 'genus')
Ageratum conyzoides: ('species', 'Plantae', 143422, 'Ageratum', 'genus')
Rubus rosifolius: ('species', 'Plantae', 83524, 'Rubus', 'genus')
Xanthosoma robustum: ('species', 'Plantae', 284200, 'Xanthosoma', 'genus')
Lonicera japonica: ('species', 'Plantae', 77835, 'Lonicera', 'genus')
Rosa: ('genus', 'Plantae', 53438, 'Rosaceae', 'family')
Spathoglottis plicata: ('species', 'Plantae', 132672, 'Spathoglottis', 'genus')
Artiodactyla: ('order', 'Animalia', 152870, 'Mammalia', 'class')
Ageratum houstonianum: ('species', 'Plantae', 120944, 'Ageratum', 'genus')
Desmodium: ('genus', 'Plantae', 85324, 'Fabaceae', 'family')
Cyperus polystachyos: ('species', 'Plantae', 161476, 'Cyperus', 'genus')
Ludwigia octovalvis: ('species', 'Plantae', 164861, 'Ludwigia', 'genus')
Commelina diffusa: ('species', 'Plantae', 160818, 'Commelina', 'genus')
Chamaecrista nictitans: ('species', 'Plantae', 131568, 'Chamaecrista', 'genus')
Heterotis rotundifolia: ('species', 'Plantae', 539111, 'Heterotis', 'genus')
Haemorhous mexicanus: ('species', 'Animalia', 199840, 'Haemorhous', 'genus')
Cecropia obtusifolia: ('species', 'Plantae', 160255, 'Cecropia', 'genus')
Miconia crenata: ('species', 'Plantae', 1293231, 'Miconia', 'genus')
Leucaena leucocephala: ('species', 'Plantae', 47447, 'Leucaena', 'genus')
Hibiscus rosa-sinensis: ('species', 'Plantae', 62876, 'Hibiscus', 'genus')
Bidens alba: ('species', 'Plantae', 1095846, 'Bidens', 'genus')
Epipremnum aureum: ('species', 'Plantae', 69223, 'Epipremnum', 'genus')
Sphagneticola trilobata: ('species', 'Plantae', 246102, 'Sphagneticola', 'genus')
Passiflora laurifolia: ('species', 'Plantae', 166207, 'Passiflora', 'genus')
Aesculus californica: ('species', 'Plantae', 53348, 'Aesculus', 'genus')
Centranthus ruber: ('species', 'Plantae', 57283, 'Centranthus', 'genus')
Erythranthe cardinalis: ('species', 'Plantae', 319974, 'Erythranthe', 'genus')
Calochortus luteus: ('species', 'Plantae', 51077, 'Calochortus', 'genus')
Calochortus tolmiei: ('species', 'Plantae', 50840, 'Calochortus', 'genus')
Whipplea modesta: ('species', 'Plantae', 61509, 'Whipplea', 'genus')
Trametes versicolor: ('species', 'Fungi', 54134, 'Trametes', 'genus')
Platypedia: ('genus', 'Animalia', 62048, 'Cicadidae', 'family')
Ellychnia californica: ('species', 'Animalia', 69843, 'Ellychnia', 'genus')
Acacia koa: ('species', 'Plantae', 82376, 'Acacia', 'genus')
Pleroma urvilleanum: ('species', 'Plantae', 1263850, 'Pleroma', 'genus')
Cardinalis cardinalis: ('species', 'Animalia', 9083, 'Cardinalis', 'genus')
Impatiens sodenii: ('species', 'Plantae', 210929, 'Impatiens', 'genus')
Hydrangea macrophylla: ('species', 'Plantae', 122034, 'Hydrangea', 'genus')
Leptecophylla tameiameiae: ('species', 'Plantae', 122662, 'Leptecophylla', 'genus')
Ariolimax dolichophallus: ('species', 'Animalia', 48214, 'Ariolimax', 'genus')
Oxalis incarnata: ('species', 'Plantae', 61776, 'Oxalis', 'genus')
Ageratina adenophora: ('species', 'Plantae', 64114, 'Ageratina', 'genus')
Cardellina pusilla: ('species', 'Animalia', 145276, 'Cardellina', 'genus')
Spartium junceum: ('species', 'Plantae', 47406, 'Spartium', 'genus')
Prunella vulgaris: ('species', 'Plantae', 52764, 'Prunella', 'genus')
Cornus sericea: ('species', 'Plantae', 53387, 'Cornus', 'genus')
Leptosiphon: ('genus', 'Plantae', 58971, 'Polemoniaceae', 'family')
Sceloporus occidentalis bocourtii: ('subspecies', 'Animalia', 36208, 'Sceloporus occidentalis', 'species')
Delphinium nudicaule: ('species', 'Plantae', 50642, 'Delphinium', 'genus')
Convolvulus arvensis: ('species', 'Plantae', 53021, 'Convolvulus', 'genus')
Brodiaea elegans: ('species', 'Plantae', 51752, 'Brodiaea', 'genus')
Sitta carolinensis: ('species', 'Animalia', 14801, 'Sitta', 'genus')
Clarkia unguiculata: ('species', 'Plantae', 51735, 'Clarkia', 'genus')
Apiomerus californicus: ('species', 'Animalia', 244845, 'Apiomerus', 'genus')
Calochortus argillosus: ('species', 'Plantae', 64330, 'Calochortus', 'genus')
Hirundinidae: ('family', 'Animalia', 11853, 'Passeriformes', 'order')
Mordella: ('genus', 'Animalia', 176923, 'Mordellidae', 'family')
Holodiscus discolor: ('species', 'Plantae', 53414, 'Holodiscus', 'genus')
Cornu aspersum: ('species', 'Animalia', 480298, 'Cornu', 'genus')
Rubus armeniacus: ('species', 'Plantae', 61317, 'Rubus', 'genus')
Phoca vitulina richardii: ('subspecies', 'Animalia', 117766, 'Phoca vitulina', 'species')
Agaricus augustus: ('species', 'Fungi', 49547, 'Agaricus', 'genus')
Poaceae: ('family', 'Plantae', 47434, 'Poales', 'order')
Leucanthemum vulgare: ('species', 'Plantae', 56057, 'Leucanthemum', 'genus')
Zeltnera muehlenbergii: ('species', 'Plantae', 79550, 'Zeltnera', 'genus')
Lathyrus latifolius: ('species', 'Plantae', 61009, 'Lathyrus', 'genus')
Corallorhiza maculata: ('species', 'Plantae', 49475, 'Corallorhiza', 'genus')
Clarkia concinna concinna: ('subspecies', 'Plantae', 51855, 'Clarkia concinna', 'species')
Collinsia sparsiflora: ('species', 'Plantae', 50656, 'Collinsia', 'genus')
Castilleja applegatei breweri: ('variety', 'Plantae', 197080, 'Castilleja applegatei', 'species')
Penstemon newberryi: ('species', 'Plantae', 52146, 'Penstemon', 'genus')
Odocoileus hemionus: ('species', 'Animalia', 42220, 'Odocoileus', 'genus')
Rodentia: ('order', 'Animalia', 43698, 'Mammalia', 'class')
Cryptoporus volvatus: ('species', 'Fungi', 118051, 'Cryptoporus', 'genus')
Clarkia rubicunda: ('species', 'Plantae', 57148, 'Clarkia', 'genus')
Vicia americana: ('species', 'Plantae', 53320, 'Vicia', 'genus')
Papaver heterophyllum: ('species', 'Plantae', 78344, 'Papaver', 'genus')
Clarkia concinna automixa: ('subspecies', 'Plantae', 51856, 'Clarkia concinna', 'species')
Muscidae: ('family', 'Animalia', 70144, 'Diptera', 'order')
Collinsia bartsiifolia: ('species', 'Plantae', 58329, 'Collinsia', 'genus')
Rhinotropis californica: ('species', 'Plantae', 876453, 'Rhinotropis', 'genus')
