id,observed_on,quality_grade,place_guess,private_place_guess,scientific_name,common_name,taxon_id,taxon_kingdom_name,taxon_family_name
9557433,2018-01-21,research,"Coyote Lake, Santa Clara County, CA, USA",,Meleagris gallopavo,Wild Turkey,906,Animalia,Phasianidae
9557434,2018-01-21,casual,"Coyote Lake, Santa Clara County, CA, USA",,Bos taurus,Domestic Cattle,74113,Animalia,Bovidae
9557435,2018-01-21,research,"Coyote Lake, Santa Clara County, CA, USA",,Cathartes aura,Turkey Vulture,4756,Animalia,Cathartidae
9557436,2018-01-21,research,"Coyote Lake, Santa Clara County, CA, USA",,Cathartes aura,Turkey Vulture,4756,Animalia,Cathartidae
9557437,2018-01-21,research,"Coyote Lake, Santa Clara County, CA, USA",,Odocoileus hemionus columbianus,Columbian Black-tailed Deer,42221,Animalia,Cervidae
9559134,2018-01-21,research,"Coyote Lake, Santa Clara County, CA, USA",,Omphalotus olivascens,Western Jack-o'-Lantern,67752,Fungi,Omphalotaceae
9565770,2017-01-21,needs_id,"Big Basin State Park, Santa Cruz County, CA, USA",,Ariolimax,Banana Slugs,47777,Animalia,Ariolimacidae
9565771,2015-01-18,research,"Fremont Older Open Space Preserve, Cupertino, CA, USA",,Cathartes aura,Turkey Vulture,4756,Animalia,Cathartidae
9591625,2018-01-23,research,"Monte Bellow Open Space Preserve, Palo Alto, CA, USA",,Odocoileus hemionus columbianus,Columbian Black-tailed Deer,42221,Animalia,Cervidae
9591626,2018-01-23,research,"Monte Bellow Open Space Preserve, Palo Alto, CA, USA",,Guepinia helvelloides,Apricot Jelly,348814,Fungi,
9591627,2018-01-23,research,"Monte Bellow Open Space Preserve, Palo Alto, CA, USA",,Cardamine californica,milkmaids,49651,Plantae,Brassicaceae
9591628,2018-01-23,research,"Upper Stevens Creek County Park, Palo Alto, CA, USA",,Taricha torosa,California Newt,27818,Animalia,Salamandridae
9591629,2018-01-23,research,"Skyline Blvd., Palo Alto, CA, USA",,Buteo lineatus,Red-shouldered Hawk,5206,Animalia,Accipitridae
9591630,2018-01-23,research,"Horseshoe Lake, Skyline Ridge Open Space Preserve, San Mateo County, CA, USA",,Fulica americana,American Coot,473,Animalia,Rallidae
9591631,2018-01-23,research,"Horseshoe Lake, Skyline Ridge Open Space Preserve, San Mateo County, CA, USA",,Aythya collaris,Ring-necked Duck,7044,Animalia,Anatidae
9591632,2018-01-23,needs_id,"California, US","Skyline Ridge Open Space Preserve, San Mateo County, CA, USA",Ariolimax californicus,California Banana Slug,48213,Animalia,Ariolimacidae
9591633,2018-01-23,casual,"Coal Creek Open Space Preserve, San Mateo County, CA, USA",,Canis familiaris,Domestic Dog,47144,Animalia,Canidae
9591634,2018-01-23,research,"Los Trancos and Monte Bello Open Space Preserves, Palo Alto, CA, USA",,Buteo jamaicensis,Red-tailed Hawk,5212,Animalia,Accipitridae
9592182,2018-01-23,research,"Upper Stevens Creek County Park, Santa Clara County, CA, USA",,Junco hyemalis,Dark-eyed Junco,10094,Animalia,Passerellidae
9650648,2018-01-28,research,"Alum Rock Park, San Jose, CA, USA",,Buteo jamaicensis,Red-tailed Hawk,5212,Animalia,Accipitridae
9650649,2018-01-28,research,"Alum Rock Park, San Jose, CA, USA",,Cathartes aura,Turkey Vulture,4756,Animalia,Cathartidae
9650650,2018-01-28,research,"Alum Rock Park, San Jose, CA, USA",,Melanerpes formicivorus,Acorn Woodpecker,18209,Animalia,Picidae
9650651,2018-01-28,research,"Alum Rock, San Jose, CA, USA",,Coccinella septempunctata,Seven-spotted Lady Beetle,51702,Animalia,Coccinellidae
9650652,2018-01-28,research,"Alum Rock, San Jose, CA, USA",,Oxalis pes-caprae,Bermuda buttercup,53169,Plantae,Oxalidaceae
9650653,2018-01-28,research,"Alum Rock Park, San Jose, CA, USA",,Buteo jamaicensis,Red-tailed Hawk,5212,Animalia,Accipitridae
9650654,2018-01-28,needs_id,"Alum Rock Park, San Jose, CA, USA",,Platanus,planes,49664,Plantae,Platanaceae
9698305,2018-02-01,research,"Mission Peak Regional Preserve, Fremont, CA, USA",,Meleagris gallopavo,Wild Turkey,906,Animalia,Phasianidae
9698306,2018-02-01,research,"Mission Peak Regional Preserve, Alameda County, CA, USA",,Elanus leucurus,White-tailed Kite,5277,Animalia,Accipitridae
9698307,2018-02-01,research,"Mission Peak Regional Preserve, Alameda County, CA, USA",,Sialia mexicana,Western Bluebird,12937,Animalia,Turdidae
9698308,2018-02-01,research,"Mission Peak Regional Preserve, Alameda County, CA, USA",,Buteo jamaicensis,Red-tailed Hawk,5212,Animalia,Accipitridae
9698309,2018-02-01,research,"Mission Peak Regional Preserve, Alameda County, CA, USA",,Otospermophilus beecheyi,California Ground Squirrel,180007,Animalia,Sciuridae
9698310,2018-02-01,research,"Mission Peak Regional Preserve, Alameda County, CA, USA",,Buteo jamaicensis,Red-tailed Hawk,5212,Animalia,Accipitridae
9698312,2018-02-01,research,"Mission Peak Regional Preserve, Alameda County, CA, USA",,Hirschfeldia incana,Shortpod Mustard,53097,Plantae,Brassicaceae
9698313,2018-02-01,needs_id,"Mission Peak Regional Preserve, Alameda County, CA, USA",,Malva,,55978,Plantae,Malvaceae
9698314,2018-02-01,research,"Ed R. Levin County Park, Alameda County, CA, USA",,Odocoileus hemionus columbianus,Columbian Black-tailed Deer,42221,Animalia,Cervidae
9698315,2018-02-01,research,"Ed R. Levin County Park, Alameda County, CA, USA",,Sayornis saya,Say's Phoebe,17009,Animalia,Tyrannidae
9698316,2018-02-01,research,"Sandy Wool Lake, Ed R. Levin County Park, Alameda County, CA, USA",,Otospermophilus beecheyi,California Ground Squirrel,180007,Animalia,Sciuridae
9698317,2018-02-01,research,"Sandy Wool Lake, Ed R. Levin County Park, Alameda County, CA, USA",,Ardea herodias,Great Blue Heron,4956,Animalia,Ardeidae
9698318,2018-02-01,research,"Sandy Wool Lake, Ed R. Levin County Park, Alameda County, CA, USA",,Branta canadensis,Canada Goose,7089,Animalia,Anatidae
9698319,2018-02-01,research,"Sandy Wool Lake, Ed R. Levin County Park, Alameda County, CA, USA",,Anas platyrhynchos,Mallard,6930,Animalia,Anatidae
9698320,2018-02-01,research,"Sandy Wool Lake, Ed R. Levin County Park, Alameda County, CA, USA",,Sialia mexicana,Western Bluebird,12937,Animalia,Turdidae
9698321,2018-02-01,research,"Sandy Wool Lake, Ed R. Levin County Park, Alameda County, CA, USA",,Fulica americana,American Coot,473,Animalia,Rallidae
9698322,2018-02-01,research,"Fremont Blvd., Fremont, CA, USA",,Buteo jamaicensis,Red-tailed Hawk,5212,Animalia,Accipitridae
9698323,2018-02-01,research,"Coyote Creek Lagoon Trail, Fremont, CA, USA",,Egretta thula,Snowy Egret,4940,Animalia,Ardeidae
9736423,2018-02-04,research,"Foothills Park, Palo Alto, CA, USA",,Adiantum jordanii,California Maidenhair Fern,56032,Plantae,Pteridaceae
9736424,2018-02-04,research,"Foothills Park, Palo Alto, CA, USA",,Cardamine californica,milkmaids,49651,Plantae,Brassicaceae
9736426,2018-02-04,research,"Foothills Park, Palo Alto, CA, USA",,Pedicularis densiflora,Warrior's Plume,49645,Plantae,Orobanchaceae
9736431,2018-02-04,research,"Foothills Park, Palo Alto, CA, USA",,Thamnophis atratus,Aquatic Garter Snake,28418,Animalia,Colubridae
9736432,2018-02-04,research,"Foothills Park, Palo Alto, CA, USA",,Echium plantagineum,Purple viper's-bugloss,76764,Plantae,Boraginaceae
9736434,2018-02-04,research,"Foothills Park, Palo Alto, CA, USA",,Corvus corax,Common Raven,8010,Animalia,Corvidae
9736438,2018-02-04,needs_id,"Foothills Park, Palo Alto, CA, USA",,Arctiini,Tiger Moths,82089,Animalia,Erebidae
9736439,2018-02-04,research,"Foothills Park, Palo Alto, CA, USA",,Buteo jamaicensis,Red-tailed Hawk,5212,Animalia,Accipitridae
9736440,2018-02-04,research,"Foothills Park, Palo Alto, CA, USA",,Dendromecon rigida,Bush Poppy,58224,Plantae,Papaveraceae
9736442,2018-02-04,needs_id,"Foothills Park, Palo Alto, CA, USA",,Arctostaphylos,bearberries and manzanitas,47179,Plantae,Ericaceae
9736443,2018-02-04,research,"Foothills Park, Palo Alto, CA, USA",,Vanessa virginiensis,American Lady,48549,Animalia,Nymphalidae
9736444,2018-02-04,needs_id,"Foothills Park, Palo Alto, CA, USA",,Agaricales,gilled mushrooms,47167,Fungi,
9736445,2018-02-04,research,"Foothills Park, Palo Alto, CA, USA",,Odocoileus hemionus columbianus,Columbian Black-tailed Deer,42221,Animalia,Cervidae
9736446,2018-02-04,research,"Foothills Park, Palo Alto, CA, USA",,Bellis perennis,common daisy,55563,Plantae,Asteraceae
9736447,2018-02-04,research,"Foothills Park, Palo Alto, CA, USA",,Pleurotus ostreatus,Oyster Mushroom,48494,Fungi,Pleurotaceae
9736448,2018-02-04,research,"Foothills Park, Palo Alto, CA, USA",,Adelinia grande,Pacific hound's tongue,769151,Plantae,Boraginaceae
9736449,2018-02-04,research,"Foothills Park, Palo Alto, CA, USA",,Buteo jamaicensis,Red-tailed Hawk,5212,Animalia,Accipitridae
9737062,2018-02-04,research,"Foothills Park, Palo Alto, CA, USA",,Diabrotica undecimpunctata,Spotted Cucumber Beetle,55487,Animalia,Chrysomelidae
9870063,2018-02-07,research,"Upper Geyser Basin, Yellowstone National Park, WY, USA",,Loxia curvirostra,Red Crossbill,10411,Animalia,Fringillidae
9870064,2018-02-07,research,"Upper Geyser Basin, Yellowstone National Park, WY, USA",,Poecile gambeli,Mountain Chickadee,144816,Animalia,Paridae
9870065,2018-02-07,research,"Upper Geyser Basin, Yellowstone National Park, WY, USA",,Loxia curvirostra,Red Crossbill,10411,Animalia,Fringillidae
9870066,2018-02-08,research,"Yellowstone National Park, US","Upper Geyser Basin, Yellowstone National Park, WY, USA",Bison bison bison,Plains Bison,123788,Animalia,Bovidae
9870068,2018-02-08,research,"Yellowstone National Park, US","Biscuit Basin, Yellowstone National Park, WY, USA",Bison bison bison,Plains Bison,123788,Animalia,Bovidae
9870069,2018-02-09,research,"Yellowstone National Park, US","Upper Geyser Basin, Yellowstone National Park, WY, USA",Bison bison bison,Plains Bison,123788,Animalia,Bovidae
9870070,2018-02-09,research,"Upper Geyser Basin, Yellowstone National Park, WY, USA",,Nucifraga columbiana,Clark's Nutcracker,8520,Animalia,Corvidae
9870071,2018-02-10,research,"Black Sand Basin, Yellowstone National Park, WY, USA",,Canis latrans,Coyote,42051,Animalia,Canidae
9870072,2018-02-10,research,"Yellowstone National Park, US","Biscuit Basin, Yellowstone National Park, WY, USA",Bison bison bison,Plains Bison,123788,Animalia,Bovidae
9870073,2018-02-10,research,"Midway Geyser Basin, Yellowstone National Park, WY, USA",,Canis latrans,Coyote,42051,Animalia,Canidae
9870074,2018-02-11,research,"Black Sand Basin, Yellowstone National Park, WY, USA",,Corvus corax,Common Raven,8010,Animalia,Corvidae
9870075,2018-02-11,research,"Black Sand Basin, Yellowstone National Park, WY, USA",,Haliaeetus leucocephalus,Bald Eagle,5305,Animalia,Accipitridae
9870076,2018-02-12,research,"near Gros Ventre Rd, Jackson Hole, WY, USA",,Alces alces,Moose,522193,Animalia,Cervidae
9870077,2018-02-12,research,"near Gros Ventre Rd, Jackson Hole, WY, USA",,Alces alces,Moose,522193,Animalia,Cervidae
9870078,2018-02-12,research,"National Elk Refuge, Jackson Hole, WY, USA",,Cygnus buccinator,Trumpeter Swan,6915,Animalia,Anatidae
9870079,2018-02-12,research,"Teton County, US-WY, US","National Elk Refuge, Jackson Hole, WY, USA",Ovis canadensis,Bighorn Sheep,42391,Animalia,Bovidae
9870080,2018-02-12,research,"Teton County, US-WY, US","National Elk Refuge, Jackson Hole, WY, USA",Ovis canadensis,Bighorn Sheep,42391,Animalia,Bovidae
9870081,2018-02-12,research,"Teton County, US-WY, US","National Elk Refuge, Jackson Hole, WY, USA",Ovis canadensis,Bighorn Sheep,42391,Animalia,Bovidae
9870385,2018-02-07,research,"Yellowstone National Park, US","Upper Geyser Basin, Yellowstone National Park, WY, USA",Bison bison,American Bison,42408,Animalia,Bovidae
9926452,2018-02-19,research,"Rancho San Antonio Open Space Preserve, Santa Clara County, CA, USA",,Adelinia grande,Pacific hound's tongue,769151,Plantae,Boraginaceae
9926453,2018-02-19,needs_id,"Rancho San Antonio Open Space Preserve, Santa Clara County, CA, USA",,Camponotus,Carpenter Ants,62781,Animalia,Formicidae
9926454,2018-02-19,research,"Rancho San Antonio Open Space Preserve, Santa Clara County, CA, USA",,Ceanothus cuneatus,Buckbrush,49673,Plantae,Rhamnaceae
9926455,2018-02-19,research,"Rancho San Antonio Open Space Preserve, Santa Clara County, CA, USA",,Sceloporus occidentalis,Western Fence Lizard,36204,Animalia,Phrynosomatidae
9926457,2018-02-19,research,"Rancho San Antonio Open Space Preserve, Santa Clara County, CA, USA",,Odocoileus hemionus columbianus,Columbian Black-tailed Deer,42221,Animalia,Cervidae
9926458,2018-02-19,needs_id,"Rancho San Antonio Open Space Preserve, Santa Clara County, CA, USA",,Cotoneaster coriaceus,Late cotoneaster,411074,Plantae,Rosaceae
9926459,2018-02-19,research,"Rancho San Antonio Open Space Preserve, Santa Clara County, CA, USA",,Toxicoscordion fremontii,Fremont's Deathcamas,49649,Plantae,Melanthiaceae
9926460,2018-02-19,research,"Rancho San Antonio Open Space Preserve, Santa Clara County, CA, USA",,Castilleja foliolosa,Woolly Indian Paintbrush,56760,Plantae,Orobanchaceae
9926461,2018-02-19,needs_id,"Rancho San Antonio Open Space Preserve, Santa Clara County, CA, USA",,Lupinus,lupines,47121,Plantae,Fabaceae
9926462,2018-02-19,needs_id,"Rancho San Antonio Open Space Preserve, Santa Clara County, CA, USA",,Marah fabacea,California manroot,205330,Plantae,Cucurbitaceae
9926463,2018-02-19,needs_id,"Rancho San Antonio Open Space Preserve, Santa Clara County, CA, USA",,Opuntia,Prickly pears,47902,Plantae,Cactaceae
9926464,2018-02-19,casual,"Deer Hollow Farm, Rancho San Antonio Open Space Preserve, Santa Clara County, CA, USA",,Prunus,"plums, cherries, and allies",47351,Plantae,Rosaceae
9973638,2017-02-25,research,"Garin Regional Park, Alameda County, CA, USA",,Taricha torosa,California Newt,27818,Animalia,Salamandridae
9973639,2017-02-25,research,"Garin Regional Park, Alameda County, CA, USA",,Buteo jamaicensis,Red-tailed Hawk,5212,Animalia,Accipitridae
9973640,2017-02-25,needs_id,"Garin Regional Park, Alameda County, CA, USA",,Raphanus sativus,wild radish,55410,Plantae,Brassicaceae
9973654,2017-02-21,research,"Santa Clara, CA, USA",,Pholcus phalangioides,Long-bodied Cellar Spider,67328,Animalia,Pholcidae
9973740,2017-02-12,research,"Henry W. Coe State Park, Santa Clara County, CA, USA",,Heteromeles arbutifolia,Toyon,53405,Plantae,Rosaceae
9973741,2017-02-12,research,"Henry W. Coe State Park, Santa Clara County, CA, USA",,Adelinia grande,Pacific hound's tongue,769151,Plantae,Boraginaceae
9973742,2017-02-12,research,"Henry W. Coe State Park, Santa Clara County, CA, USA",,Meleagris gallopavo,Wild Turkey,906,Animalia,Phasianidae
9973743,2017-02-12,research,"Henry W. Coe State Park, Santa Clara County, CA, USA",,Cathartes aura,Turkey Vulture,4756,Animalia,Cathartidae
9973744,2017-02-12,research,"Henry W. Coe State Park, Santa Clara County, CA, USA",,Cardamine californica,milkmaids,49651,Plantae,Brassicaceae
9978759,2016-02-21,research,"Henry W. Coe State Park, Santa Clara County, CA, USA",,Primula clevelandii,Padre's Shooting Star,486971,Plantae,Primulaceae
9978760,2016-02-21,research,"Henry W. Coe State Park, Santa Clara County, CA, USA",,Adelinia grande,Pacific hound's tongue,769151,Plantae,Boraginaceae
9978761,2016-02-21,research,"Henry W. Coe State Park, Santa Clara County, CA, USA",,Pieris marginalis,Margined White,82481,Animalia,Pieridae
9978762,2016-02-21,research,"Henry W. Coe State Park, Santa Clara County, CA, USA",,Cardamine californica,milkmaids,49651,Plantae,Brassicaceae
9978763,2016-02-21,research,"Henry W. Coe State Park, Santa Clara County, CA, USA",,Viola pedunculata,California Golden Violet,50825,Plantae,Violaceae
9978764,2016-02-21,needs_id,"Henry W. Coe State Park, Santa Clara County, CA, USA",,Ranunculus californicus,California buttercup,52173,Plantae,Ranunculaceae
9978765,2016-02-21,research,"Henry W. Coe State Park, Santa Clara County, CA, USA",,Nemophila menziesii,baby blue eyes,50648,Plantae,Boraginaceae
9978766,2016-02-21,research,"Henry W. Coe State Park, Santa Clara County, CA, USA",,Calandrinia menziesii,red maids,400267,Plantae,Montiaceae
9978767,2016-02-21,needs_id,"Henry W. Coe State Park, Santa Clara County, CA, USA",,Lupinus,lupines,47121,Plantae,Fabaceae
9978768,2016-02-21,research,"Henry W. Coe State Park, Santa Clara County, CA, USA",,Eschscholzia californica,California poppy,48225,Plantae,Papaveraceae
9978769,2016-02-21,needs_id,"Henry W. Coe State Park, Santa Clara County, CA, USA",,Lupinus,lupines,47121,Plantae,Fabaceae
9978770,2016-02-21,research,"Henry W. Coe State Park, Santa Clara County, CA, USA",,Calandrinia menziesii,red maids,400267,Plantae,Montiaceae
9998801,2018-02-25,research,"Santa Teresa County Park, San Jose, CA, USA",,Junonia coenia,Common Buckeye,48505,Animalia,Nymphalidae
9998802,2018-02-25,research,"Santa Teresa County Park, San Jose, CA, USA",,Eschscholzia californica,California poppy,48225,Plantae,Papaveraceae
9998803,2018-02-25,research,"Santa Teresa County Park, San Jose, CA, USA",,Toxomerus marginatus,Margined Calligrapher,126889,Animalia,Syrphidae
9998804,2018-02-25,needs_id,"Santa Teresa County Park, San Jose, CA, USA",,Animalia,Animals,1,Animalia,
9998805,2018-02-25,needs_id,"Santa Teresa County Park, San Jose, CA, USA",,Carnivora,Carnivorans,41573,Animalia,
9998806,2018-02-25,needs_id,"Santa Teresa County Park, San Jose, CA, USA",,Elanus leucurus,White-tailed Kite,5277,Animalia,Accipitridae
9998807,2018-02-25,needs_id,"Santa Teresa County Park, San Jose, CA, USA",,Carduinae,Thistles and Burdocks,632885,Plantae,Asteraceae
9998808,2018-02-25,needs_id,"Santa Teresa County Park, San Jose, CA, USA",,Brassicaceae,mustard family,47204,Plantae,Brassicaceae
9998809,2018-02-25,needs_id,"Santa Teresa County Park, San Jose, CA, USA",,Erodium cicutarium,common stork's-bill,47687,Plantae,Geraniaceae
9998810,2018-02-25,research,"Santa Teresa County Park, San Jose, CA, USA",,Calandrinia menziesii,red maids,400267,Plantae,Montiaceae
9998811,2018-02-25,research,"Santa Teresa County Park, San Jose, CA, USA",,Cathartes aura,Turkey Vulture,4756,Animalia,Cathartidae
9998812,2018-02-25,research,"Santa Teresa County Park, San Jose, CA, USA",,Calypte anna,Anna's Hummingbird,6317,Animalia,Trochilidae
9998813,2018-02-25,needs_id,"Santa Teresa County Park, San Jose, CA, USA",,Elanus leucurus,White-tailed Kite,5277,Animalia,Accipitridae
9998814,2018-02-25,research,"Santa Teresa County Park, San Jose, CA, USA",,Calypte anna,Anna's Hummingbird,6317,Animalia,Trochilidae
9998815,2018-02-25,research,"Santa Teresa County Park, San Jose, CA, USA",,Calandrinia menziesii,red maids,400267,Plantae,Montiaceae
9998816,2018-02-25,needs_id,"Santa Teresa County Park, San Jose, CA, USA",,Accipitridae,"Hawks, Eagles, and Kites",5067,Animalia,Accipitridae
9998817,2018-02-25,needs_id,"Santa Teresa County Park, San Jose, CA, USA",,Brassicaceae,mustard family,47204,Plantae,Brassicaceae
10081716,2016-02-28,research,"Edgewood Park & Natural Preserve, San Mateo County, CA, USA",,Eschscholzia californica californica,,48224,Plantae,Papaveraceae
